learning_rate,num_layers,num_nodes,batch_size,MAPE,R2
0.0010064701906853009,2.972489386199573,202.71659453993328,128.6782695902821,8.756983975054768,0.98788350988408
0.0010062558209551421,2.9546033779432035,252.75180059403465,127.47771767121577,1126.2124439171923,-117.77643631336272
0.0009944410344139038,2.9520591143032213,294.49680557149946,127.38886685042301,9.401063107276174,0.9783857728704561
0.0010004204197639648,3.0156640797058514,350.83948002893055,128.87692879379733,974.463931022222,-68.5408290053354
0.0010113338750168573,4.003181698291184,195.37562278484899,124.40043860529974,9.098837359783705,0.9601363370660625
0.00099377109190275,3.948796774219477,247.31087034321436,129.55256857601046,974.4010871388299,-68.04139410980387
0.0009939884414632142,3.9819078881215737,300.2213069303315,127.47849171261545,985.3562272809545,-69.42437365441481
0.000996883172666437,4.005864665188551,343.9045353069103,129.77401664829424,974.4238842379959,-67.96663419637483
0.0010000047943121474,4.957000084467902,197.99920182737367,128.01985172213043,964.5859684607456,-67.23572831198497
0.0009961349434884938,5.024137862071751,250.3300472988155,127.86194087197498,8.652499904692304,0.9613070507894305
0.0009854901775279469,4.946533781409615,297.808190703902,126.28086995390385,962.4926145104489,-68.02806896697975
0.00099336373735214,4.988973219764928,350.8100415085873,127.52969415491947,968.461493156591,-67.60968009094641
