learning_rate,num_layers,num_nodes,batch_size,MAPE,R2
0.0010203937839128548,3.004540827298176,200.64826089037703,127.00054151547462,32.52170256466744,0.7617334718317018
0.0009911563072307987,3.0334018206548645,252.70248760254393,127.69748044327164,39.63378888380276,0.7249097353259175
0.0009849516745240325,2.9921454766968507,295.73602675881943,129.88042638043441,633.2646138204753,-63.22351869212425
0.0009842949719047784,2.9809001803731006,348.162958095203,124.3739381586038,481.6143764757584,-25.142144740460463
0.0009933512797467253,4.041631757153775,196.8353309655595,128.41567914320655,30.000810520018153,0.7710644100955216
0.0010103335270767668,3.980219895315208,252.5852645292287,126.0648617924193,481.3352949146016,-25.299968233374447
0.0009974492577361697,4.040912624923007,305.5401252208104,127.56883555707253,483.3141431080652,-24.990695854776135
0.0009960686891949896,4.049914852579231,344.21162995356883,125.50748973804784,469.1917389587165,-25.191726612971987
0.0010007354718427014,5.052855285633032,199.74125550012104,129.62691241044686,40.88591340621575,0.725115221986116
0.001023718198158688,5.0605664758644355,252.67506864280853,127.38658193775699,473.4645777130023,-25.063003044125008
0.0009951165139394384,5.090073499533507,298.5740176244024,129.62673682131927,40.981675046464844,0.7912342375792274
0.0010044379439900575,5.040173484876964,348.85013465247056,127.1183165455543,478.02122497262826,-24.626554344543237
